"NamesIdx";"Name";"County";"Phillimore";"NameCode";"GenderCode";"ChurchCode";"Xrefs"
109200;"Bernard the priest";"HUN";"D1";;"M";"d";
109250;"Berner";;;;;;"see also Theobald son of"
109300;"Berner nephew of R(obert) of Péronne";"BRK";"65,19";;"M";"-";
109350;"Berner (nephew of Robert of Péronne)";"BRK";"7,11;14;21";;"M";"-";
109400;"Berner <of Gloucester>";"GLS";"G4";;"M";"-";
109450;"Berner <of Higford>";"HEF";"10,22-23";;"M";"-";
109500;"Berner <of Higford>";"SHR";"4,8,12;15. 4,14,22-23";;"M";"-";
109550;"Berner <of Hornacott>";"CON";"5,8. 4,6;26";;"M";"-";
109600;"Berner <of Thornborough>";"BUK";"14,25. 43,7";;"M";"-";
109650;"Berner <of Thornborough>";"NTH";"54,3";;"M";"-";
109700;"Berner the bowman";"NFK";"51. 1,3.";;"M";"-";
109710;"Berner {the bowman}";"NFK";"15,18";;"M";"-";
109750;"Berner the bowman";"SUF";"21,11";;"M";"-";
109800;"Bernheah";"LIN";"14,93(-94;96)";;"M";"-";
109850;"Bernhold";"KEN";"5,216";;"M";"-";
109900;"Bernwulf";"CHS";"1,27. 14,8. R1,4";;"M";"-";
109950;"Bernwulf";"STS";"8,6. 13,1";;"M";"-";
110000;"Bernwulf";"YKS";"C10 and note. C18. 6N53;83-84;93;120;(127);129. 13W20-21;25;(39-)44. 13E2-3;(10)-12. 13N17;19. CE15";;"M";"-";
110050;"Berold";"DOR";"55,30";;"M";"-";
110100;"Berold";"NFK";"29,2";;"M";"-";
110150;"Bersi";"CHS";"5,6";;"M";"-";
110250;"Bertram of Verdun";"BUK";"38";;"M";"-";
110300;"Bertram (of Verdun)";"SOM";"21,43;70";;"M";"-";
110320;"Bertram <of Worth>";"KEN";"9,11";;"M";"-";
110350;"Bertunt";"SHR";"4,23,15";"L";"M";"-";
110380;"Besi <of Calverton>";"BRK";"33,8";"L";"M";"-";
110390;"Besi <of Calverton>";"BUK";"17,21. 23,32. 26,8";"L";"M";"-";
110400;"Besi <of Calverton>";"LIN";"56,18";"L";"M";"-";
112550;"Blancard";"LIN";"16,28(-29);35;44";;"M";"-";
112600;"Bleddyn";"HEF";"1,49";;"M";"-";
112650;"Bleio the reeve";"GLS";"W2";;"M";"-";
112700;"Bletcu";"CON";"1,1";;"M";"-";
112750;"Blewitt";;;;;;"see Ralph"
112800;"Blize";"KEN";"3,10";;"M";"-";
112850;"Bloc";;;;;;"see Walter son of"
112900;"Blohin {the Breton}";"CON";"5,25";;"M";"-";
112950;"Bloiet";;;;;;"see Ralph"
113000;"Blyford, church of";"SUF";"13,2 and note";;"-";"h";
113050;"Blythburgh, church of";"SUF";"7,5";;"-";"h";
113060;"Bo";"YKS";"30W6";;"M";"-";
113100;"Boda";"HAM";"23,43;56. 45,6";"L";"M";"-";
113150;"Bode";"WIL";"37,14. 68,33";"L";"M";"-";
113200;"Bodda";"ESS";"20,3";;"M";"-";
113300;"Bodin (brother of Bardulf)";"YKS";"6N7;11;18;38-40;(41-)44;45-47;49-51;67;73;75-76;78;80;91;122;135";;"M";"-";
113350;"Bodin de Vere";"NFK";"25,15";;"M";"-";
113400;"Bodin (de Vere)";"NFK";"1,57. 25,25";;"M";"-";
113450;"Bodin <of Gailey>";"STS";"11,59";;"M";"-";
113500;"Boding the constable";;;;;;"see Bondi the constable"
113550;"Bodmin (St Petroc), canons of";"CON";"1,15;18. 4,3(-5);6-14;(15)-22. 5,6,6";;"-";"c";
113600;"Bodmin (St Petroc), canons of";"DEV";"51,15{-16}.";;"-";"c";
113650;"Boia";"HRT";"Appx";"L";"M";"-";
113700;"Boia the priest";"CON";"1,6 {and note}";"L";"M";"d";
113750;"Boia (the priest)";"DEV";"1,72 and note";"L";"M";"d";
113800;"Boli";"LIN";"14,93(-94;96)";;"M";"-";
113850;"Bolla the priest";"DOR";"{13,5}. 24,2-3. 56,7";;"M";"d";
113900;"Bolla {the priest}";"DOR";"13,8";;"M";"d";
113950;"Bolla (the priest)";"DOR";"56,8";;"M";"d";
114000;"Bolla";"GLS";"11,14";;"M";"-";
114050;"Bolla";"HAM";"1,W20. 28,1. NF9,8;14;33. IoW6,6;13;20. IoW9,24";;"M";"-";
114100;"Bolla";"SOM";"19,29";;"M";"-";
114150;"Bolla";"WIL";"37,9-10;12. 68,18";;"M";"-";
114200;"Bolla's wife";"SOM";"47,1";;"F";"-";
114250;"Bolla";;;;;;"see also Alfsi Bowl"
114300;"Bolli";"GLS";"51,1";;"M";"-";
114350;"Boln";"DOR";"55,37";"L";"M";"-";
114400;"Bolne";"HAM";"69,32";"L";"M";"-";
114450;"Bondi";"CAM";"26,17";;"M";"-";
114500;"Bondi";"ESS";"39,8";;"M";"-";
114650;"Bondi";"NFK";"1,83. 9,111;147. 20,4. 58,2";;"M";"-";
114750;"Bondi";"SUF";"6,253. 7,29;121. 19,16. {21,94}. 25,56;103. 67,12. 69,2. 76,1";;"M";"-";
114800;"Bondi";"WAR";"16,31. 44,3";;"M";"-";
114850;"Bondi";"YKS";"C19. 14E26. 26E8 note. CE32";;"M";"-";
114900;"Bondi";;;;;;"see also Aelfric son of"
115000;"Bondi brother of Alric";"ESS";"30,20";;"M";"-";
115010;"Bondi <of Raynham>";"NFK";"10,53. 21,22. 23,1-5;(6)-8;10-13;17-18. 34,18. 36,1;6";;"M";"-";
115050;"Bondi the constable";"BDF";"57,4";;"M";"-";
115100;"Bondi (the constable)";"BRK";"21,3;7;20";;"M";"-";
115150;"Bondi the constable";"BUK";"12,29. 17,9. 27,1-2";;"M";"-";
115200;"Bondi (the constable)";"DOR";"51,1. 57,15";;"M";"-";
115210;"Bondi (the constable)";"ESS";"29,3-5";;"M";"-";
115250;"Bondi (the constable)";"GLS";"31,2";;"M";"-";
115300;"Bondi (the constable)";"HAM";"44,2-4. 57,2. 62,1. IoW9,15";;"M";"-";
115325;"Bondi (the constable)";"KEN";"5,38";;"M";"-";
115340;"Bondi (the constable)";"LIN";"3,47";;"M";"-";
115350;"Bondi (the constable)";"NTH";"25,2-3. 36,2. 40,5. 48,16. 56,15-18;(37-)38;(53)";;"M";"-";
115400;"Bondi (the constable)";"OXF";"1,6. 24,(1-)5";;"M";"-";
115450;"Bondi (the constable)";"SOM";"19,56";;"M";"-";
115500;"Bondi (the constable)";"WIL";"44,1";;"M";"-";
115550;"Bondi the constable";;;;;;"see also Boding the constable"
115600;"Bondi the forester";;;;;;"see Bondi the constable"
115650;"Bondi the smith, Ulf's man";"SUF";"7,37";;"M";"-";
115700;"Bondi";;;;;;"see also L. Bondi"
115750;"Bonnard";;;;;;"see William son of"
115800;"Bono";"SOM";"6,9";"L";"M";"-";
115850;"Bordin <of Thorpland>";"NFK";"13,6;19. 66,12;20-21;23";;"M";"-";
115950;"Boselin (of Dives)";"SUS";"10,1";;"M";"-";
116000;"Boselin (of Dives)";"WOR";"8,26c";;"M";"-";
116050;"Boselin";;;;;;"see also William son of"
116100;"Boselin of Dives' wife";"CAM";"43";;"F";"-";
116150;"Boselin's son";;;;;;"see William son of"
116200;"Bosham, canons of";"HAM";"5,1";;"-";"c";
116250;"Bosham, canons of";"SUS";"6,5";;"-";"c";
116350;"Bosi";"ESS";"90,22";;"M";"-";
116360;"Bosi";;;;;;"see Leofric son of"
116400;"Bosker";"WAR";"16,53";;"M";"-";
116450;"Boso";"LIN";"27,37";;"M";"-";
116500;"Boso";;;;;;"see also Osbern son of"
116550;"Bosten <of Barnham>";"SUF";"26,8";;"M";"-";
116600;"Boteric";"NFK";"21,19;22;28";;"M";"-";
116650;"Bothild";"LIN";"48,14";;"F";"-";
116700;"Bothild";"NTT";"6,7";;"F";"-";
116750;"Bothild";"SUF";"76,14";;"F";"-";
116800;"Boti";"SUF";"2,11. 35,7. 38,20";;"M";"-";
116850;"Boti, King Edward's man";"SUF";"7,33";;"M";"-";
116900;"Botic";"SUS";"9,57";;"M";"-";
117000;"Countess of Boulogne";;;;;;"see Ida"
117050;"Bovi <of Arlescote>";"LEC";"44,6";;"M";"-";
117100;"Bovi <of Arlescote>";"NTH";"1,27. 18,27";;"M";"-";
117150;"Bovi <of Arlescote>";"NTT";"10,17";;"M";"-";
117200;"Bovi <of Arlescote>";"WAR";"16,16;56";;"M";"-";
117250;"Bovi <of Ringstead>";"NFK";"49,1(-2)";;"M";"-";
117300;"Boxgrove (St Mary), canons of";"SUS";"11,102";;"-";"c";
117350;"Bracondale (St Nicholas), church of";"NFK";"45,1";;"-";"h";
117400;"Brand";"LIN";"S3";;"M";"-";
117450;"Brand";"NFK";"35,12";;"M";"-";
117500;"Brand, a royal Guard";"HRT";"27,1";;"M";"-";
117550;"Abbot Brand (of Peterborough)";"LIN";"CW16";;"M";"a";
117600;"Brand";;;;;;"see also William son of"
117650;"Brandulf";"YKS";"CE47";;"M";"-";
117700;"Brandwin";"DBY";"12,4";;"M";"-";
117750;"Branting";"BDF";"23,53";;"M";"-";
117800;"Branting, King Edward's man";"BDF";"57,3iv";;"M";"-";
117850;"Breme";"SUF";"31,50";;"M";"-";
117900;"Bresibalt";"KEN";"9,3";"L";"M";"-";
117950;"Bretel (de Sancto Claro)";"CON";"5,13,10";"L";"M";"-";
118000;"Bretel (de Sancto Claro)";"DEV";"15,20-21;63";"L";"M";"-";
118050;"Bretel (de Sancto Claro)";"DOR";"26,12;17;28-29;54-55;60;63;69. E1";"L";"M";"-";
118100;"Bretel (de Sancto Claro)";"SOM";"1,5;9. 19,15;20-22;45;58;62-64;86. 46,4";"L";"M";"-";
118150;"Brian";"GLS";"EvN5";;"M";"-";
118180;"Count Brian";"SUF";"2,(1-4);5-6;9";;"M";"-";
118190;"(Count) Brian";"SUF";"2,7;13";;"M";"-";
118200;"Brian <of Caversfield>";"BUK";"15,2";;"M";"-";
118250;"Brian <of Caversfield>";"OXF";"22,2. EBu1";;"M";"-";
118300;"Brian <of Rauceby>";"LIN";"59,14-15";;"M";"-";
118350;"Brian <of Rauceby>";"STS";"11,15-16;66";;"M";"-";
118400;"Brian <of Rauceby>";"WAR";"22,16";;"M";"-";
118650;"Brian {of Scales}";"CAM";"AppxF";;"M";"-";
118660;"Brian (of Scales)";"CAM";"14,15";;"M";"-";
118670;"Brian <of Widemouth>";"CON";"5,9. {4,22 note}";;"M";"-";
118700;"Brian's wife";"MDX";"3,3";;"F";"-";
118720;"Brian";;;;;;"see also Evrard son of; Ralph son of; William son of"
118750;"Brict";"SUF";"39,5";;"M";"-";
118850;"Bricteva <of Baldon>";"OXF";"6,1b;17";;"F";"-";
118860;"Bricteva <of Corby>";"LIN";"68,18";;"F";"-";
118900;"Bricteva <of Gidding>";"HUN";"26,1";;"F";"-";
118910;"Bricteva <of Hackthorn>";"LIN";"28,12";;"F";"-";
118950;"Bricteva <of Heanton>";"DEV";"52,8";;"F";"-";
118960;"Bricteva <of Stanway>";"ESS";"1,19";;"F";"-";
119000;"Bricteva <of Stringston>";"SOM";"35,4";;"F";"-";
119050;"Bricteva <of Wickford>";"ESS";"24,9";;"F";"-";
119100;"Brictfled";"NFK";"14,21";;"F";"-";
119150;"Brictfled";"SUF";"6,62";;"F";"-";
119200;"Brictfrith <of Caradon>";"CON";"5,4,11";;"M";"-";
119250;"Brictfrith <of Frome>";"DOR";"57,1";;"M";"-";
119300;"Brictfrith <of Killingholme>";"LIN";"14,31";;"M";"-";
119350;"Brictfrith {uncle of Saewin the priest}";"DEV";"13a,2";;"M";"-";
119400;"Brictgeat of Barton";"CAM";"AppxK";;"M";"-";
119450;"Brictgyth";"DEV";"36,15";;"F";"-";
119500;"Brictheah";"BRK";"35,1-3. 41,3. 44,2";;"M";"-";
119550;"Bishop Brictheah (of Worcester)";"GLS";"E20. WoB5";;"M";"b";
119600;"Bishop Brictheah (of Worcester)";"WOR";"2,24";;"M";"b";
119650;"Bricthere";"SUF";"77,1;3";;"M";"-";
119700;"Brictman";"SUF";"8,6";;"M";"-";
119750;"Brictmer";"CHS";"2,14";;"M";"-";
119850;"Brictmer";"DEV";"3,80. 19,37. 21,19-21. 28,15. 34,41. 40,4. 49,1-3. 52,33";;"M";"-";
119900;"Brictmer";"DOR";"34,7";;"M";"-";
120050;"Brictmer";"HAM";"23,60. 68,5";;"M";"-";
120100;"Brictmer";"HEF";"1,10b. 9,12";;"M";"-";
120150;"Brictmer";"LEC";"44,3";;"M";"-";
120200;"Brictmer";"LIN";"2,37. 59,9";;"M";"-";
120250;"Brictmer";"SOM";"5,58. 19,22. 21,40;45;63. 25,28;32. {35,4 note}";;"M";"-";
120400;"Brictmer";"WAR";"16,63";;"M";"-";
120450;"Brictmer";"WIL";"13,6. 42,5-6. 67,15-16";;"M";"-";
120500;"Brictmer";"WOR";"2,10. 8,10a-10b;24";;"M";"-";
120550;"Brictmer";;;;;;"see also Alwin son of; Queneva mother of"
120560;"Brictmer Balehorn";"HUN";"D5";;"M";"-";
120570;"Brictmer Bubba";;;;;;"see Brictmer son of Queneva"
120600;"Brictmer <of Rillaton>";"CON";"5,1,8;13. 5,2,1;11;16;19;21;33. 5,4,2;4;12. 5,5,17;20. 5,6,2. 5,7,4. 5,14,3-4. 5,24,25";;"M";"-";
120610;"Brictmer <of Rillaton>";"DEV";"16,4;12;19;31;33;58;65;69;71;83;85;96;104;110;116;140;161;175";;"M";"-";
120650;"Brictmer son of Asmoth, Brictmer's man";"SUF";"4,15";;"M";"-";
120700;"Brictmer (son of Queneva)";"ESS";"20,1;14;47;49. 32,4. 34,5;7;27. 77,1. 90,52";;"M";"-";
120710;"Brictmer (son of Queneva)";"GLS";"34,4. 45,1. 68,4";;"M";"-";
120715;"Brictmer (son of Queneva)";"HEF";"10,30-31. 16,2";;"M";"-";
120720;"Brictmer (son of Queneva)";"MDX";"11,3";;"M";"-";
120730;"Brictmer (son of Queneva)";"SUF";"3,65;101. 6,11;173;201;209;215;226;271. 7,98;115;121;133;140;145. 8,65. 21,39. 22,2. 32,8. 35,7. 38,16;(23-24). 39,2-5;7-10;(13). 43,6. 61,2. 67,15;27;31. 74,13";;"M";"-";
120740;"Brictmer (son of Queneva)";"SUS";"12,12. 13,23;45";;"M";"-";
120745;"Brictmer (son of Queneva)";"WOR";"20,6";;"M";"-";
120900;"Brictmer the beadle";"SUF";"74,4";;"M";"-";
120950;"Brictmer {the Englishman}";"SOM";"47,17";;"M";"-";
121000;"Brictmer {the priest}";"CON";"4,1. 5,25,5";;"M";"d";
121050;"Brictmer {the priest}";"SOM";"24,16";;"M";"d";
121100;"Brictmer the reeve";"SUF";"4,15";;"M";"-";
121150;"Brictnoth";"CON";"5,3,25";;"M";"-";
121200;"Brictnoth";"DOR";"26,7. 47,2. 54,10";;"M";"-";
121250;"Brictnoth";"LIN";"16,10(-11). 28,35";;"M";"-";
121300;"Brictnoth";"SOM";"5,22. 19,38;75. 22,27";;"M";"-";
121350;"Brictnoth";"SUF";"2,20. 6,46;264. 7,80;120. 8,2;{6}. 19,17. {32,29}.";;"M";"-";
121400;"Brictnoth";"WAR";"3,4. 16,19;62";;"M";"-";
121450;"Brictnoth";"WIL";"67,(37-)38";;"M";"-";
121500;"Brictnoth, Earl Edwin's thane";"SOM";"1,1";;"M";"-";
121550;"Brictred";"OXF";"B10";;"M";"-";
121600;"Brictred, Earl Edwin's thane";"WOR";"1,1c";;"M";"-";
121700;"Brictric";"BRK";"B6. 40,1. 57,1. 65,10";;"M";"-";
121800;"Brictric";"CHS";"9,18";;"M";"-";
121850;"Brictric";"CON";"5,2,31. 5,5,10;14-15;18";;"M";"-";
121900;"Brictric";"DEV";"{1,40 note}. 3,28-29;31;34;51. 16,5-6;9;13;112;128;162. 17,6;8;55. 19,27;{34}. 20,1. 23,20. 28,14. 35,23. 36,16. 40,{1 note;3 note}. 51,8. 52,24;53";;"M";"-";
121950;"Brictric";"DOR";"26,23;58. 56,51. 57,9";;"M";"-";
122000;"Brictric";"ESS";"90,50;58. B3a";;"M";"-";
122050;"Brictric";"GLS";"1,64. 36,2. 39,10. E4;8;31-32";;"M";"-";
122100;"Brictric";"HAM";"1,W1. 2,5. 55,1";;"M";"-";
122150;"Brictric";"HEF";"1,74";;"M";"-";
122250;"Brictric";"LIN";"3,35";;"M";"-";
122300;"Brictric";"NFK";"19,24. 35,4";;"M";"-";
122400;"Brictric";"SHR";"3e,2. 4,7,5";;"M";"-";
122450;"Brictric";"SOM";"5,12-13. 8,2;37. 15,1. 21,1;47;53;69. 25,7;42. 46,6. 47,1;9";;"M";"-";
122500;"Brictric";"SUF";"7,80;87;95;106;108;117;137. 8,1;6. {16,31}. 25,105. 32,28. 39,5. 41,9. 67,12";;"M";"-";
122550;"Brictric";"SUR";"5,6";;"M";"-";
122600;"Brictric";"SUS";"12,13";;"M";"-";
122650;"Brictric";"WAR";"17,16. 22,17. 33,1. 37,8";;"M";"-";
122700;"Brictric";"WIL";"7,5. 25,7;13. 48,4";;"M";"-";
122750;"Brictric";"WOR";"8,7;9b;9e";;"M";"-";
122800;"Brictric";;;;;;"see also Aelfric son of; Alwy brother of; Godiva wife of; Wulfric son of"
122850;"(another) Brictric";"ESS";"B3a";;"M";"-";
122900;"Brictric, a lawman";"LIN";"C2";;"M";"-";
123050;"Brictric, a royal thane";"GLS";"39,6";;"M";"-";
123100;"Bishop Brictric (of Worcester)";;;;;;"see Aethelric brother of Bishop Brictheah (of Worcester)"
123150;"Brictric Blaec";"SUF";"25,79. 67,1";;"M";"-";
123200;"Brictric brother of Alwy";"WIL";"67,2-10";;"M";"-";
123210;"Brictric (brother of Alwy)";"WIL";"24,5";;"M";"-";
123250;"Brictric {father of Aelfric}";"SOM";"47,21";;"M";"-";
123260;"Brictric (father of Aelfric)";"SOM";"47,22";;"M";"-";
123300;"Brictric, {Godiva's man}";"DEV";"52,52";;"M";"-";
123350;"Brictric, Godman's man";"SUF";"2,17";;"M";"-";
123355;"Brictric <of Newton>";"BRK";"35,5. 55,1-4";;"M";"-";
123360;"Brictric <of Newton>";"BUK";"35,1";;"M";"-";
123365;"Brictric <of Newton>";"GLS";"19,2. 67,3. 78,9;14-15";;"M";"-";
123370;"Brictric <of Newton>";"HAM";"38,1";;"M";"-";
123375;"Brictric <of Newton>";"HEF";"17,1-2";;"M";"-";
123390;"Brictric <of Waddesdon>";"BDF";"19,1;3. 32,2";;"M";"-";
123400;"Brictric <of Waddesdon>";"BUK";"4,24. 12,9. 17,8;11-12;14. 19,2;4. 23,6;11;13-14;17-18;20-23;25-29. 26,3;5;7. 36,3. 43,4";;"M";"-";
123450;"Brictric <of Waddesdon>";"HRT";"15,5. 19,1";;"M";"-";
123460;"Brictric <of Waddesdon>";"OXF";"35,12;14";;"M";"-";
123500;"Brictric <of Waddesdon>";"WOR";"19,5";;"M";"-";
123510;"Brictric <of Waddesdon>'s widow";"BUK";"12,14";;"F";"-";
123550;"Brictric (son of Algar)";"CON";"1,13(-17);18-19";;"M";"-";
123600;"Brictric {son of Algar}";"DEV";"24,21(-22)";;"M";"-";
123650;"Brictric (son of Algar)";"DEV";"1,57(-72). 12,1. 13,1. 24,18-19;24;29. 25,20;25;27. 27,1. 40,5-7. 42,1;5-6;16-17;20. 50,1";;"M";"-";
123700;"Brictric (son of Algar)";"DOR";"1,15-17. 10,2. 21,1. 25,1. 41,1. 54,8-9";;"M";"-";
123750;"Brictric son of Algar";"GLS";"1,(24-25);(27-38);39(-46);47(-52). 6,1. 31,5. 69,7. E1";;"M";"-";
123850;"Brictric (son of Algar)";"HEF";"1,42-44";;"M";"-";
138360;"Clarenbald <of Haverhill>";"SUF";"42,2";;"M";"-";
138370;"Clarenbald <of Rivenhall>";"ESS";"24,44";;"M";"-";
138400;"Clarenbald of le Marais";"BUK";"19,1";;"M";"-";
138450;"Claron (father of Arnold)";"NTT";"9,28;32";;"M";"-";
138490;"Cliber";"YKS";"30W39";"L";"M";"-";
138500;"Clibert";"YKS";"2B19. 29E6;8-9;27";"L";"M";"-";
138550;"Clodoan";"STS";"11,46;60";"L";"M";"-";
138600;"Cluny (Saint-Pierre & Saint-Paul), abbey of";"CAM";"18,2. AppxD";;"-";"f";
138650;"Cluny (Saint-Pierre & Saint-Paul), abbey of";"HUN";"18,1";;"-";"f";
138700;"Cluny (Saint-Pierre & Saint-Paul), abbey of";"NFK";"8,21";;"-";"f";
138750;"Cluny";;;;;;"see also Ralph of"
138790;"Cniht";"DEV";"16,125-126. 25,28";;"M";"-";
138800;"Cniht";"YKS";"1W25";;"M";"-";
138820;"King Cnut";"CHS";"B13. 2,1";;"M";"-";
138830;"King Cnut";"ESS";"3,9";;"M";"-";
138840;"King Cnut";"SHR";"3c,2";;"M";"-";
138850;"King Cnut";"WIL";"2,1";;"M";"-";
138870;"Cnut <of Methley>";"YKS";"9W94";;"M";"-";
138880;"Cnut <of Misson>";"NTT";"30,43";;"M";"-";
138890;"Cnut <of Sandiacre>";"DBY";"17,15";;"M";"-";
138895;"Cnut <of Tuddenham>";"SUF";"28,3-4";;"M";"-";
138900;"Cnut (son of Karli)";"LIN";"12,42. 26,10;16";;"M";"-";
138930;"Cnut (son of Karli)";"YKS";"C36. 1N59-60;62;68-69;85;89-90;103. 1E15;45. 5E10;39. 6N58;82;119. 14E33;37. 21E1;3-4. 23N27. 13N16. CE37-39";;"M";"-";
138940;"Cock Hagni";;;;;;"see Hagni the reeve"
138950;"Cola";"DEV";"{3,12 note}. 17,35. 24,20";;"M";"-";
139000;"Cola";"ESS";"20,7. 27,16. 33,22. 62,2";;"M";"-";
139050;"Cola";"GLS";"54,2";;"M";"-";
139100;"Cola";"KEN";"{2,11 note}";;"M";"-";
139200;"Cola";"NFK";"4,49";;"M";"-";
139250;"Cola";"SOM";"25,54. 27,3";;"M";"-";
139300;"Cola";"SUR";"19,39;47. 36,8";;"M";"-";
139350;"Cola";"SUS";"9,95. 10,12;26;105. 12,30;54;56";;"M";"-";
139400;"Cola";"WIL";"24,17. 34,1. 37,4";;"M";"-";
139500;"Cola nephew of Kolsveinn";"LIN";"C22";;"M";"-";
139510;"Cola (nephew of Kolsveinn)";"LIN";"26,7";;"M";"-";
139550;"Cola of Basing";"HAM";"69,13";;"M";"-";
139600;"Cola of Basing's son";"HAM";"69,13";;"M";"-";
139650;"Cola <of Hele>";"CON";"5,3,5;8;18;23. 5,24,3";;"M";"-";
139660;"Cola <of Honley>";"YKS";"9W107";;"M";"-";
139690;"Cola <of Winster>";"DBY";"4,2. 6,2;10;45;76. 10,18";;"M";"-";
139700;"Cola (the hunter son of Wulfgeat)";"BRK";"41,5. 65,10;13";;"M";"-";
139750;"Cola the hunter (son of Wulfgeat)";"HAM";"69,32;52";;"M";"-";
139800;"Cola (the hunter son of Wulfgeat)";"WIL";"67,42";;"M";"-";
139850;"Cola the hunter";;;;;;"see also Wulfgeat father of"
139900;"Cola's father";"WIL";"67,42";;"M";"-";
139950;"Colben";"CHS";"9,27. 26,12";;"M";"-";
140000;"Colbern the priest";"NFK";"45 and note";;"M";"d";
140070;"Colbert <of Upton>";"CHS";"2,21. 8,4;8;10";;"M";"-";
140100;"Colbert";"DEV";"15,26. 17,47;75. 36,21";;"M";"-";
140150;"Colbert";"LIN";"57,46";;"M";"-";
140200;"Colchester (St Peter), church of";"ESS";"B3d;7";;"-";"h";
140250;"Coleman";"BRK";"17,1";;"M";"-";
140300;"Coleman";"ESS";"23,30. 90,53. B3a";;"M";"-";
140350;"Coleman";"HAM";"35,1";;"M";"-";
140400;"Coleman";"NFK";"9,98. 20,13. 24,7";;"M";"-";
140500;"Coleman";"OXF";"B10. 58,(35-)36";;"M";"-";
140550;"Coleman";"SUF";"6,216. 7,77;80. 14,24. 35,7. 62,2";;"M";"-";
140600;"Coleman";"SUR";"19,17";;"M";"-";
140650;"Coleman, Brictric's man";"BUK";"23,6";;"M";"-";
140660;"Coleman <of Sutton>";"NTT";"30,18";;"M";"-";
140700;"Coleman the hunter";"SUR";"19,39";;"M";"-";
140850;"Colne father of Edric";"DBY";"B8";"L";"M";"-";
140900;"Colne (father of Edric)";"DBY";"6,72";"L";"M";"-";
140950;"Colne <of Parwich>";"DBY";"1,15";"L";"M";"-";
141000;"Colsege";"ESS";"23,28";"L";"M";"-";
141005;"Colswein";;;;;;"see Kolsveinn"
141050;"Columban the monk";"OXF";"6,6-8";;"M";"d";
141250;"Colwin (the reeve)";"DEV";"C2. 1,25. 16,13;37;41. 42,3. 52,1-8";;"M";"-";
141280;"Combs, church of";"SUF";"2,8";;"-";"h";
141300;"Conan";"OXF";"6,9";;"M";"-";
141350;"(Conches-en-Ouches), Saint-Pierre of Castellion, abbey of";"HEF";"8,2";;"-";"f";
141400;"Conded";"LIN";"26,27(-28);30;38";;"M";"-";
141450;"(Condover), St Andrew, church of";"SHR";"4,1,2 note. 4,3,14 and note";;"-";"h";
141500;"Constantine";"GLS";"3,1. WoB15";;"M";"-";
141550;"Constantine";;;;;;"see also Hugh son of; William son of"
141600;"Cookham, church of";"BUK";"11,1";;"-";"h";
141650;"Corbelin";"NTH";"56,51";;"M";"-";
141700;"Corbelin";"SUR";"8,22. 36,4";;"M";"-";
141750;"Corbelin";"SUS";"11,23;31";;"M";"-";
123900;"Brictric (son of Algar)";"SOM";"45,1-3;{5}.";;"M";"-";
123910;"Brictric (son of Algar)";"WIL";"17,1";;"M";"-";
123950;"Brictric son of Algar";"WOR";"2,30;37";;"M";"-";
124000;"Brictric (son of Algar)";"WOR";"E4. EH1";;"M";"-";
124050;"Brictric {son of Camm}";"DEV";"3,32. 19,12";;"M";"-";
124100;"Brictric son of Doda";"WOR";"2,(24);63";;"M";"-";
124150;"Brictric son of Doda";;;;;;"see also Doda's son"
124200;"Brictric (the Cornishman)";"CON";"5,23. 1,1. {4,22}";;"M";"-";
124250;"Brictric the reeve, of St Edmunds";"SUF";"62,5";;"M";"-";
124300;"Brictric's brother";"WIL";"67,5";;"M";"-";
124350;"Brictric's father";"WIL";"67,6-9";;"M";"-";
124450;"Brictsi";"DEV";"3,48";;"M";"-";
124500;"Brictsi";"ESS";"24,65";;"M";"-";
124550;"Brictsi";"GLS";"32,4. E3";;"M";"-";
124600;"Brictsi";"HAM";"NF9,20";;"M";"-";
124650;"Brictsi";"HEF";"1,73";;"M";"-";
124800;"Brictsi";"SOM";"24,27. 27,1. 46,16";;"M";"-";
124850;"Brictsi";"SUF";"71,1";;"M";"-";
125000;"Brictsi";"WIL";"25,1";;"M";"-";
125050;"Brictsi";;;;;;"see also Alsi son of"
125100;"Brictsi, a man-at-arms of King Edward";"DOR";"49,12";;"M";"-";
125160;"Brictsi <of Torworth>";"NTT";"9,53";;"M";"-";
125200;"Brictsi <of Trembraze>";"CON";"1,1";;"M";"-";
125220;"Brictsi <of Tresparrett>";"CON";"5,7,7-8;10";;"M";"-";
125250;"Brictsi the noble";"KEN";"D25. 5,8;21;26";;"M";"-";
125260;"Brictsi (the noble)";"KEN";"5,18;29";;"M";"-";
125290;"Brictsi (the noble)";"SUR";"5,10. 22,1;5";;"M";"-";
125300;"Brictsi the noble";"SUR";"19,32";;"M";"-";
125310;"Brictsi (the noble)";"SUS";"10,11. 11,67. 13,49";;"M";"-";
125350;"Brictstan";"CAM";"{44,2 note}. AppxM";;"M";"-";
125400;"Brictstan";"SUS";"10,80";;"M";"-";
125450;"Brictward";"BRK";"1,45. 17,1;5;7. 25,1. 49,3";;"M";"-";
125500;"Brictward";"SOM";"19,32. 45,15";;"M";"-";
125600;"Brictward the priest";"DOR";"24,1";;"M";"d";
125650;"Brictward (the priest)";"SOM";"47,23";;"M";"d";
125700;"Brictward the priest";"WIL";"1,23j";;"M";"d";
125710;"Brictward (the priest)";"WIL";"3,2";;"M";"-";
125750;"Brictward the priest's father";"WIL";"1,23j";;"M";"-";
125800;"Brictwin";"BRK";"7,14";;"M";"-";
